
***************************************************************************
                         EOV koordinátajegyzék
***************************************************************************

P.szám                   Y             X           h                kód       dátum        idõ

RTCM-Ref 0207        650684.476   237444.172     137.177        --------   2021.10.08   15:38:14
GPS_Auto_3194        650133.267   238537.715     114.097        --------   2021.10.08   15:38:16
GPS_Auto_3195        650133.264   238537.714     114.106        --------   2021.10.08   15:38:17
GPS_Auto_3196        650133.267   238537.716     114.105        --------   2021.10.08   15:38:18
GPS_Auto_3197        650133.264   238537.718     114.098        --------   2021.10.08   15:38:19
GPS_Auto_3198        650133.266   238537.714     114.103        --------   2021.10.08   15:38:20
GPS_Auto_3199        650133.265   238537.713     114.102        --------   2021.10.08   15:38:21
GPS_Auto_3200        650133.265   238537.712     114.100        --------   2021.10.08   15:38:22
GPS_Auto_3201        650133.262   238537.719     114.112        --------   2021.10.08   15:38:23
GPS_Auto_3202        650133.263   238537.714     114.113        --------   2021.10.08   15:38:24
GPS_Auto_3203        650133.261   238537.717     114.109        --------   2021.10.08   15:38:25
GPS_Auto_3204        650133.264   238537.716     114.097        --------   2021.10.08   15:38:26
GPS_Auto_3205        650133.264   238537.716     114.112        --------   2021.10.08   15:38:27
GPS_Auto_3206        650133.265   238537.715     114.110        --------   2021.10.08   15:38:28
GPS_Auto_1000        650133.265   238537.714     114.117        --------   2021.10.08   15:38:53
GPS_Auto_1001        650133.265   238537.714     114.131        --------   2021.10.08   15:38:54
GPS_Auto_1002        650133.263   238537.714     114.129        --------   2021.10.08   15:38:55
GPS_Auto_1003        650133.265   238537.714     114.132        --------   2021.10.08   15:38:56
GPS_Auto_1004        650133.263   238537.714     114.125        --------   2021.10.08   15:38:57
GPS_Auto_1005        650133.262   238537.716     114.129        --------   2021.10.08   15:38:58
GPS_Auto_1006        650133.265   238537.716     114.134        --------   2021.10.08   15:38:59
GPS_Auto_1007        650133.263   238537.714     114.132        --------   2021.10.08   15:39:00
GPS_Auto_1008        650133.264   238537.715     114.127        --------   2021.10.08   15:39:01
GPS_Auto_1009        650133.267   238537.709     114.122        --------   2021.10.08   15:39:02
GPS_Auto_1010        650133.266   238537.714     114.132        --------   2021.10.08   15:39:03
GPS_Auto_1011        650133.261   238537.713     114.124        --------   2021.10.08   15:39:04
GPS_Auto_1012        650133.261   238537.713     114.122        --------   2021.10.08   15:39:05
GPS_Auto_1013        650133.266   238537.710     114.133        --------   2021.10.08   15:39:06
GPS_Auto_1014        650133.265   238537.713     114.129        --------   2021.10.08   15:39:07
GPS_Auto_1015        650133.266   238537.709     114.130        --------   2021.10.08   15:39:08
GPS_Auto_1016        650133.265   238537.711     114.126        --------   2021.10.08   15:39:09
GPS_Auto_1017        650133.263   238537.711     114.119        --------   2021.10.08   15:39:10
GPS_Auto_1018        650133.264   238537.713     114.121        --------   2021.10.08   15:39:11
GPS_Auto_1019        650133.262   238537.709     114.126        --------   2021.10.08   15:39:12
GPS_Auto_1020        650133.263   238537.711     114.125        --------   2021.10.08   15:39:13
GPS_Auto_1021        650133.261   238537.712     114.125        --------   2021.10.08   15:39:14
GPS_Auto_1022        650133.262   238537.717     114.126        --------   2021.10.08   15:39:15
GPS_Auto_1023        650133.264   238537.707     114.114        --------   2021.10.08   15:39:16
GPS_Auto_1024        650133.263   238537.712     114.122        --------   2021.10.08   15:39:17
GPS_Auto_1025        650133.267   238537.708     114.119        --------   2021.10.08   15:39:18
GPS_Auto_1026        650133.263   238537.713     114.124        --------   2021.10.08   15:39:19
GPS_Auto_1027        650133.264   238537.712     114.115        --------   2021.10.08   15:39:20
GPS_Auto_1028        650133.264   238537.713     114.125        --------   2021.10.08   15:39:21
GPS_Auto_1029        650133.263   238537.712     114.121        --------   2021.10.08   15:39:22
GPS_Auto_1030        650133.260   238537.716     114.127        --------   2021.10.08   15:39:23
GPS_Auto_1031        650133.262   238537.709     114.123        --------   2021.10.08   15:39:24
GPS_Auto_1032        650133.264   238537.711     114.127        --------   2021.10.08   15:39:25
GPS_Auto_1033        650133.263   238537.714     114.125        --------   2021.10.08   15:39:26
GPS_Auto_1034        650133.260   238537.714     114.124        --------   2021.10.08   15:39:27
GPS_Auto_1035        650133.264   238537.711     114.116        --------   2021.10.08   15:39:28
GPS_Auto_1036        650133.262   238537.718     114.122        --------   2021.10.08   15:39:29
GPS_Auto_1037        650133.262   238537.715     114.125        --------   2021.10.08   15:39:30
GPS_Auto_1038        650133.264   238537.713     114.123        --------   2021.10.08   15:39:31
GPS_Auto_1039        650133.266   238537.712     114.117        --------   2021.10.08   15:39:32
GPS_Auto_1040        650133.262   238537.715     114.129        --------   2021.10.08   15:39:33
GPS_Auto_1041        650133.261   238537.715     114.128        --------   2021.10.08   15:39:34
GPS_Auto_1042        650133.261   238537.713     114.123        --------   2021.10.08   15:39:35
GPS_Auto_1043        650133.261   238537.719     114.130        --------   2021.10.08   15:39:36
GPS_Auto_1044        650133.264   238537.714     114.121        --------   2021.10.08   15:39:37
GPS_Auto_1045        650133.267   238537.714     114.120        --------   2021.10.08   15:39:38
GPS_Auto_1046        650133.264   238537.713     114.122        --------   2021.10.08   15:39:39
GPS_Auto_1047        650133.264   238537.711     114.119        --------   2021.10.08   15:39:40
GPS_Auto_1048        650133.259   238537.717     114.125        --------   2021.10.08   15:39:41
GPS_Auto_1049        650133.264   238537.716     114.122        --------   2021.10.08   15:39:42
GPS_Auto_1050        650133.264   238537.717     114.115        --------   2021.10.08   15:39:43
GPS_Auto_1051        650133.262   238537.718     114.127        --------   2021.10.08   15:39:44
GPS_Auto_1052        650133.261   238537.720     114.119        --------   2021.10.08   15:39:45
GPS_Auto_1053        650133.262   238537.718     114.125        --------   2021.10.08   15:39:46
GPS_Auto_1054        650133.261   238537.717     114.125        --------   2021.10.08   15:39:47
GPS_Auto_1055        650133.261   238537.718     114.122        --------   2021.10.08   15:39:48
GPS_Auto_1056        650133.265   238537.713     114.121        --------   2021.10.08   15:39:49
GPS_Auto_1057        650133.264   238537.713     114.126        --------   2021.10.08   15:39:50
GPS_Auto_1058        650133.264   238537.716     114.123        --------   2021.10.08   15:39:51
GPS_Auto_1059        650133.262   238537.714     114.123        --------   2021.10.08   15:39:52
GPS_Auto_1060        650133.263   238537.715     114.119        --------   2021.10.08   15:39:53
GPS_Auto_1061        650133.261   238537.717     114.118        --------   2021.10.08   15:39:54
GPS_Auto_1062        650133.263   238537.716     114.119        --------   2021.10.08   15:39:55
GPS_Auto_1063        650133.259   238537.717     114.124        --------   2021.10.08   15:39:56
GPS_Auto_1064        650133.259   238537.717     114.125        --------   2021.10.08   15:39:57
GPS_Auto_1065        650133.262   238537.719     114.121        --------   2021.10.08   15:39:58
GPS_Auto_1066        650133.261   238537.715     114.122        --------   2021.10.08   15:39:59
GPS_Auto_1067        650133.260   238537.720     114.118        --------   2021.10.08   15:40:00
GPS_Auto_1068        650133.259   238537.719     114.116        --------   2021.10.08   15:40:01
GPS_Auto_1069        650133.262   238537.718     114.114        --------   2021.10.08   15:40:02
GPS_Auto_1070        650133.263   238537.717     114.119        --------   2021.10.08   15:40:03
GPS_Auto_1071        650133.263   238537.715     114.125        --------   2021.10.08   15:40:04
GPS_Auto_1072        650133.262   238537.713     114.129        --------   2021.10.08   15:40:05
GPS_Auto_1073        650133.260   238537.715     114.124        --------   2021.10.08   15:40:06
GPS_Auto_1074        650133.262   238537.715     114.114        --------   2021.10.08   15:40:07
GPS_Auto_1075        650133.262   238537.715     114.126        --------   2021.10.08   15:40:08
GPS_Auto_1076        650133.264   238537.715     114.118        --------   2021.10.08   15:40:09
GPS_Auto_1077        650133.266   238537.712     114.112        --------   2021.10.08   15:40:10
GPS_Auto_1078        650133.265   238537.713     114.116        --------   2021.10.08   15:40:11
GPS_Auto_1079        650133.262   238537.714     114.123        --------   2021.10.08   15:40:12
GPS_Auto_1080        650133.262   238537.717     114.124        --------   2021.10.08   15:40:13
GPS_Auto_1081        650133.262   238537.716     114.128        --------   2021.10.08   15:40:14
GPS_Auto_1082        650133.261   238537.716     114.128        --------   2021.10.08   15:40:15
GPS_Auto_1083        650133.261   238537.713     114.122        --------   2021.10.08   15:40:16
GPS_Auto_1084        650133.260   238537.712     114.122        --------   2021.10.08   15:40:17
GPS_Auto_1085        650133.260   238537.714     114.131        --------   2021.10.08   15:40:18
GPS_Auto_1086        650133.258   238537.716     114.128        --------   2021.10.08   15:40:19
GPS_Auto_1087        650133.261   238537.718     114.120        --------   2021.10.08   15:40:20
GPS_Auto_1088        650133.260   238537.713     114.117        --------   2021.10.08   15:40:21
GPS_Auto_1089        650133.265   238537.714     114.103        --------   2021.10.08   15:40:22
GPS_Auto_1090        650133.263   238537.710     114.102        --------   2021.10.08   15:40:23
GPS_Auto_1091        650133.262   238537.711     114.097        --------   2021.10.08   15:40:24
GPS_Auto_1092        650133.260   238537.713     114.100        --------   2021.10.08   15:40:25
GPS_Auto_1093        650133.260   238537.713     114.099        --------   2021.10.08   15:40:26
GPS_Auto_1094        650133.264   238537.713     114.103        --------   2021.10.08   15:40:27
GPS_Auto_1095        650133.263   238537.711     114.106        --------   2021.10.08   15:40:28
GPS_Auto_1096        650133.263   238537.710     114.101        --------   2021.10.08   15:40:29
GPS_Auto_1097        650133.264   238537.713     114.100        --------   2021.10.08   15:40:30
GPS_Auto_1098        650133.262   238537.713     114.109        --------   2021.10.08   15:40:31
GPS_Auto_1099        650133.262   238537.709     114.103        --------   2021.10.08   15:40:32
GPS_Auto_1100        650133.263   238537.712     114.107        --------   2021.10.08   15:40:33
GPS_Auto_1101        650133.261   238537.714     114.108        --------   2021.10.08   15:40:34
GPS_Auto_1102        650133.263   238537.712     114.111        --------   2021.10.08   15:40:35
GPS_Auto_1103        650133.263   238537.712     114.113        --------   2021.10.08   15:40:36
GPS_Auto_1104        650133.261   238537.712     114.101        --------   2021.10.08   15:40:37
GPS_Auto_1105        650133.262   238537.712     114.094        --------   2021.10.08   15:40:38
GPS_Auto_1106        650133.262   238537.711     114.085        --------   2021.10.08   15:40:39
GPS_Auto_1107        650133.262   238537.713     114.079        --------   2021.10.08   15:40:40
GPS_Auto_1108        650133.263   238537.710     114.081        --------   2021.10.08   15:40:41
GPS_Auto_1109        650133.265   238537.711     114.081        --------   2021.10.08   15:40:42
GPS_Auto_1110        650133.266   238537.715     114.078        --------   2021.10.08   15:40:43
GPS_Auto_1111        650133.268   238537.705     114.082        --------   2021.10.08   15:40:44
GPS_Auto_1112        650133.266   238537.709     114.093        --------   2021.10.08   15:40:45
GPS_Auto_1113        650133.267   238537.712     114.092        --------   2021.10.08   15:40:46
GPS_Auto_1114        650133.263   238537.715     114.115        --------   2021.10.08   15:40:47
GPS_Auto_1115        650133.264   238537.714     114.113        --------   2021.10.08   15:40:48
GPS_Auto_1116        650133.263   238537.715     114.113        --------   2021.10.08   15:40:49
GPS_Auto_1117        650133.265   238537.712     114.125        --------   2021.10.08   15:40:50
GPS_Auto_1118        650133.264   238537.717     114.128        --------   2021.10.08   15:40:51
GPS_Auto_1119        650133.264   238537.717     114.129        --------   2021.10.08   15:40:52
GPS_Auto_1120        650133.264   238537.716     114.126        --------   2021.10.08   15:40:53
GPS_Auto_1121        650133.264   238537.714     114.131        --------   2021.10.08   15:40:54
GPS_Auto_1122        650133.265   238537.715     114.128        --------   2021.10.08   15:40:55
GPS_Auto_1123        650133.265   238537.715     114.116        --------   2021.10.08   15:40:56
GPS_Auto_1124        650133.265   238537.712     114.117        --------   2021.10.08   15:40:57
GPS_Auto_1125        650133.263   238537.712     114.114        --------   2021.10.08   15:40:58
GPS_Auto_1126        650133.262   238537.714     114.121        --------   2021.10.08   15:40:59
GPS_Auto_1127        650133.261   238537.717     114.112        --------   2021.10.08   15:41:00
GPS_Auto_1128        650133.262   238537.712     114.109        --------   2021.10.08   15:41:01
GPS_Auto_1129        650133.263   238537.715     114.107        --------   2021.10.08   15:41:02
GPS_Auto_1130        650133.263   238537.714     114.101        --------   2021.10.08   15:41:03
GPS_Auto_1131        650133.260   238537.715     114.095        --------   2021.10.08   15:41:04
GPS_Auto_1132        650133.266   238537.716     114.096        --------   2021.10.08   15:41:05
GPS_Auto_1133        650133.268   238537.712     114.091        --------   2021.10.08   15:41:06
GPS_Auto_1134        650133.265   238537.717     114.100        --------   2021.10.08   15:41:07
GPS_Auto_1135        650133.263   238537.712     114.096        --------   2021.10.08   15:41:08
GPS_Auto_1136        650133.262   238537.714     114.104        --------   2021.10.08   15:41:09
GPS_Auto_1137        650133.263   238537.714     114.103        --------   2021.10.08   15:41:10
GPS_Auto_1138        650133.262   238537.715     114.105        --------   2021.10.08   15:41:11
GPS_Auto_1139        650133.267   238537.714     114.104        --------   2021.10.08   15:41:12
GPS_Auto_1140        650133.266   238537.710     114.103        --------   2021.10.08   15:41:13
GPS_Auto_1141        650133.263   238537.718     114.107        --------   2021.10.08   15:41:14
GPS_Auto_1142        650133.265   238537.714     114.106        --------   2021.10.08   15:41:15
GPS_Auto_1143        650133.262   238537.712     114.106        --------   2021.10.08   15:41:16
GPS_Auto_1144        650133.264   238537.715     114.112        --------   2021.10.08   15:41:17
GPS_Auto_1145        650133.264   238537.713     114.111        --------   2021.10.08   15:41:18
GPS_Auto_1146        650133.262   238537.713     114.113        --------   2021.10.08   15:41:19
GPS_Auto_1147        650133.263   238537.715     114.117        --------   2021.10.08   15:41:20
GPS_Auto_1148        650133.260   238537.715     114.116        --------   2021.10.08   15:41:21
GPS_Auto_1149        650133.262   238537.713     114.120        --------   2021.10.08   15:41:22
GPS_Auto_1150        650133.262   238537.717     114.125        --------   2021.10.08   15:41:23
GPS_Auto_1151        650133.262   238537.716     114.120        --------   2021.10.08   15:41:24
GPS_Auto_1152        650133.264   238537.714     114.116        --------   2021.10.08   15:41:25
GPS_Auto_1153        650133.264   238537.718     114.116        --------   2021.10.08   15:41:26
GPS_Auto_1154        650133.266   238537.711     114.117        --------   2021.10.08   15:41:27
GPS_Auto_1155        650133.263   238537.715     114.111        --------   2021.10.08   15:41:28
GPS_Auto_1156        650133.260   238537.713     114.118        --------   2021.10.08   15:41:29
GPS_Auto_1157        650133.264   238537.714     114.121        --------   2021.10.08   15:41:30
GPS_Auto_1158        650133.261   238537.716     114.118        --------   2021.10.08   15:41:31
GPS_Auto_1159        650133.261   238537.722     114.121        --------   2021.10.08   15:41:32
GPS_Auto_1160        650133.261   238537.718     114.115        --------   2021.10.08   15:41:33
GPS_Auto_1161        650133.261   238537.717     114.118        --------   2021.10.08   15:41:34
GPS_Auto_1162        650133.263   238537.714     114.112        --------   2021.10.08   15:41:35
GPS_Auto_1163        650133.261   238537.717     114.115        --------   2021.10.08   15:41:36
GPS_Auto_1164        650133.262   238537.716     114.120        --------   2021.10.08   15:41:37
GPS_Auto_1165        650133.264   238537.717     114.119        --------   2021.10.08   15:41:38
GPS_Auto_1166        650133.263   238537.720     114.121        --------   2021.10.08   15:41:39
GPS_Auto_1167        650133.262   238537.717     114.114        --------   2021.10.08   15:41:40
GPS_Auto_1168        650133.262   238537.712     114.116        --------   2021.10.08   15:41:41
GPS_Auto_1169        650133.259   238537.718     114.117        --------   2021.10.08   15:41:42
GPS_Auto_1170        650133.260   238537.717     114.116        --------   2021.10.08   15:41:43
GPS_Auto_1171        650133.265   238537.716     114.116        --------   2021.10.08   15:41:44
GPS_Auto_1172        650133.263   238537.716     114.119        --------   2021.10.08   15:41:45
GPS_Auto_1173        650133.266   238537.712     114.119        --------   2021.10.08   15:41:46
GPS_Auto_1174        650133.264   238537.717     114.121        --------   2021.10.08   15:41:47
GPS_Auto_1175        650133.264   238537.713     114.120        --------   2021.10.08   15:41:48
GPS_Auto_1176        650133.261   238537.720     114.127        --------   2021.10.08   15:41:49
GPS_Auto_1177        650133.264   238537.715     114.121        --------   2021.10.08   15:41:50
GPS_Auto_1178        650133.265   238537.717     114.121        --------   2021.10.08   15:41:51
GPS_Auto_1179        650133.264   238537.715     114.119        --------   2021.10.08   15:41:52
GPS_Auto_1180        650133.266   238537.713     114.121        --------   2021.10.08   15:41:53
GPS_Auto_1181        650133.262   238537.722     114.123        --------   2021.10.08   15:41:54
GPS_Auto_1182        650133.264   238537.713     114.124        --------   2021.10.08   15:41:55
GPS_Auto_1183        650133.262   238537.717     114.129        --------   2021.10.08   15:41:56
GPS_Auto_1184        650133.262   238537.716     114.130        --------   2021.10.08   15:41:57
GPS_Auto_1185        650133.260   238537.715     114.132        --------   2021.10.08   15:41:58
GPS_Auto_1186        650133.262   238537.716     114.132        --------   2021.10.08   15:41:59
GPS_Auto_1187        650133.265   238537.713     114.122        --------   2021.10.08   15:42:00
GPS_Auto_1188        650133.266   238537.711     114.114        --------   2021.10.08   15:42:01
GPS_Auto_1189        650133.264   238537.718     114.111        --------   2021.10.08   15:42:02
GPS_Auto_1190        650133.261   238537.721     114.108        --------   2021.10.08   15:42:03
GPS_Auto_1191        650133.260   238537.722     114.107        --------   2021.10.08   15:42:04
GPS_Auto_1192        650133.263   238537.717     114.101        --------   2021.10.08   15:42:05
GPS_Auto_1193        650133.263   238537.714     114.099        --------   2021.10.08   15:42:06
GPS_Auto_1194        650133.260   238537.721     114.098        --------   2021.10.08   15:42:07
GPS_Auto_1195        650133.262   238537.720     114.098        --------   2021.10.08   15:42:08
GPS_Auto_1196        650133.263   238537.722     114.105        --------   2021.10.08   15:42:09
GPS_Auto_1197        650133.264   238537.718     114.108        --------   2021.10.08   15:42:10
GPS_Auto_1198        650133.263   238537.721     114.115        --------   2021.10.08   15:42:11
GPS_Auto_1199        650133.262   238537.722     114.119        --------   2021.10.08   15:42:12
GPS_Auto_1200        650133.264   238537.722     114.116        --------   2021.10.08   15:42:13
GPS_Auto_1201        650133.264   238537.718     114.122        --------   2021.10.08   15:42:14
GPS_Auto_1202        650133.259   238537.722     114.119        --------   2021.10.08   15:42:15
GPS_Auto_1203        650133.263   238537.720     114.124        --------   2021.10.08   15:42:16
GPS_Auto_1204        650133.261   238537.721     114.123        --------   2021.10.08   15:42:17
GPS_Auto_1205        650133.264   238537.719     114.119        --------   2021.10.08   15:42:18
GPS_Auto_1206        650133.265   238537.720     114.120        --------   2021.10.08   15:42:19
GPS_Auto_1207        650133.265   238537.719     114.128        --------   2021.10.08   15:42:20
GPS_Auto_1208        650133.263   238537.721     114.121        --------   2021.10.08   15:42:21
GPS_Auto_1209        650133.264   238537.719     114.116        --------   2021.10.08   15:42:22
GPS_Auto_1210        650133.260   238537.723     114.119        --------   2021.10.08   15:42:23
GPS_Auto_1211        650133.265   238537.717     114.116        --------   2021.10.08   15:42:24
GPS_Auto_1212        650133.269   238537.718     114.118        --------   2021.10.08   15:42:25
GPS_Auto_1213        650133.262   238537.714     114.116        --------   2021.10.08   15:42:26
GPS_Auto_1214        650133.265   238537.717     114.113        --------   2021.10.08   15:42:27
GPS_Auto_1215        650133.265   238537.720     114.108        --------   2021.10.08   15:42:28
GPS_Auto_1216        650133.267   238537.720     114.111        --------   2021.10.08   15:42:29
GPS_Auto_1217        650133.268   238537.713     114.113        --------   2021.10.08   15:42:30
GPS_Auto_1218        650133.267   238537.717     114.118        --------   2021.10.08   15:42:31
GPS_Auto_1219        650133.266   238537.717     114.107        --------   2021.10.08   15:42:32
GPS_Auto_1220        650133.263   238537.722     114.105        --------   2021.10.08   15:42:33
GPS_Auto_1221        650133.264   238537.721     114.103        --------   2021.10.08   15:42:34
GPS_Auto_1222        650133.265   238537.716     114.105        --------   2021.10.08   15:42:35
GPS_Auto_1223        650133.262   238537.717     114.103        --------   2021.10.08   15:42:36
GPS_Auto_1224        650133.265   238537.717     114.096        --------   2021.10.08   15:42:37
GPS_Auto_1225        650133.262   238537.717     114.096        --------   2021.10.08   15:42:38
GPS_Auto_1226        650133.268   238537.721     114.095        --------   2021.10.08   15:42:39
GPS_Auto_1227        650133.264   238537.719     114.100        --------   2021.10.08   15:42:40
GPS_Auto_1228        650133.262   238537.725     114.098        --------   2021.10.08   15:42:41
GPS_Auto_1229        650133.262   238537.722     114.090        --------   2021.10.08   15:42:42
GPS_Auto_1230        650133.262   238537.719     114.093        --------   2021.10.08   15:42:43
GPS_Auto_1231        650133.262   238537.720     114.100        --------   2021.10.08   15:42:44
GPS_Auto_1232        650133.262   238537.721     114.100        --------   2021.10.08   15:42:45
GPS_Auto_1233        650133.264   238537.718     114.101        --------   2021.10.08   15:42:46
GPS_Auto_1234        650133.263   238537.716     114.095        --------   2021.10.08   15:42:47
GPS_Auto_1235        650133.264   238537.717     114.094        --------   2021.10.08   15:42:48
GPS_Auto_1236        650133.264   238537.716     114.101        --------   2021.10.08   15:42:49
GPS_Auto_1237        650133.265   238537.718     114.097        --------   2021.10.08   15:42:50
GPS_Auto_1238        650133.261   238537.716     114.103        --------   2021.10.08   15:42:51
GPS_Auto_1239        650133.263   238537.713     114.114        --------   2021.10.08   15:42:52
GPS_Auto_1240        650133.263   238537.714     114.108        --------   2021.10.08   15:42:53
GPS_Auto_1241        650133.265   238537.716     114.102        --------   2021.10.08   15:42:54
GPS_Auto_1242        650133.263   238537.718     114.102        --------   2021.10.08   15:42:55
GPS_Auto_1243        650133.265   238537.718     114.101        --------   2021.10.08   15:42:56
GPS_Auto_1244        650133.263   238537.723     114.109        --------   2021.10.08   15:42:57
GPS_Auto_1245        650133.266   238537.715     114.111        --------   2021.10.08   15:42:58
GPS_Auto_1246        650133.266   238537.717     114.112        --------   2021.10.08   15:42:59
GPS_Auto_1247        650133.266   238537.713     114.109        --------   2021.10.08   15:43:00
GPS_Auto_1248        650133.262   238537.720     114.119        --------   2021.10.08   15:43:01
GPS_Auto_1249        650133.262   238537.719     114.115        --------   2021.10.08   15:43:02
GPS_Auto_1250        650133.262   238537.716     114.119        --------   2021.10.08   15:43:03
GPS_Auto_1251        650133.268   238537.719     114.117        --------   2021.10.08   15:43:04
GPS_Auto_1252        650133.265   238537.715     114.120        --------   2021.10.08   15:43:05
GPS_Auto_1253        650133.264   238537.723     114.113        --------   2021.10.08   15:43:06
GPS_Auto_1254        650133.264   238537.720     114.126        --------   2021.10.08   15:43:07
GPS_Auto_1255        650133.265   238537.718     114.120        --------   2021.10.08   15:43:08
GPS_Auto_1256        650133.265   238537.716     114.126        --------   2021.10.08   15:43:09
GPS_Auto_1257        650133.267   238537.716     114.127        --------   2021.10.08   15:43:10
GPS_Auto_1258        650133.265   238537.719     114.124        --------   2021.10.08   15:43:11
GPS_Auto_1259        650133.268   238537.716     114.120        --------   2021.10.08   15:43:12
GPS_Auto_1260        650133.267   238537.720     114.131        --------   2021.10.08   15:43:13
GPS_Auto_1261        650133.270   238537.720     114.118        --------   2021.10.08   15:43:14
GPS_Auto_1262        650133.270   238537.713     114.124        --------   2021.10.08   15:43:15
GPS_Auto_1263        650133.269   238537.712     114.127        --------   2021.10.08   15:43:16
GPS_Auto_1264        650133.266   238537.721     114.130        --------   2021.10.08   15:43:17
GPS_Auto_1265        650133.265   238537.722     114.124        --------   2021.10.08   15:43:18
GPS_Auto_1266        650133.262   238537.719     114.126        --------   2021.10.08   15:43:19
GPS_Auto_1267        650133.265   238537.720     114.127        --------   2021.10.08   15:43:20
GPS_Auto_1268        650133.267   238537.721     114.128        --------   2021.10.08   15:43:21
GPS_Auto_1269        650133.267   238537.720     114.132        --------   2021.10.08   15:43:22
GPS_Auto_1270        650133.267   238537.719     114.120        --------   2021.10.08   15:43:23
GPS_Auto_1271        650133.267   238537.719     114.123        --------   2021.10.08   15:43:24
GPS_Auto_1272        650133.265   238537.722     114.131        --------   2021.10.08   15:43:25
GPS_Auto_1273        650133.263   238537.724     114.134        --------   2021.10.08   15:43:26
GPS_Auto_1274        650133.265   238537.720     114.137        --------   2021.10.08   15:43:27
GPS_Auto_1275        650133.263   238537.721     114.137        --------   2021.10.08   15:43:28
GPS_Auto_1276        650133.265   238537.719     114.136        --------   2021.10.08   15:43:29
GPS_Auto_1277        650133.263   238537.719     114.131        --------   2021.10.08   15:43:30
GPS_Auto_1278        650133.263   238537.721     114.129        --------   2021.10.08   15:43:31
GPS_Auto_1279        650133.265   238537.720     114.124        --------   2021.10.08   15:43:32
GPS_Auto_1280        650133.266   238537.720     114.126        --------   2021.10.08   15:43:33
GPS_Auto_1281        650133.266   238537.721     114.134        --------   2021.10.08   15:43:34
GPS_Auto_1282        650133.266   238537.721     114.133        --------   2021.10.08   15:43:35
GPS_Auto_1283        650133.265   238537.722     114.133        --------   2021.10.08   15:43:36
GPS_Auto_1284        650133.266   238537.720     114.132        --------   2021.10.08   15:43:37
GPS_Auto_1285        650133.266   238537.720     114.131        --------   2021.10.08   15:43:38
GPS_Auto_1286        650133.267   238537.719     114.131        --------   2021.10.08   15:43:39
GPS_Auto_1287        650133.266   238537.722     114.139        --------   2021.10.08   15:43:40
GPS_Auto_1288        650133.268   238537.721     114.127        --------   2021.10.08   15:43:41
GPS_Auto_1289        650133.267   238537.716     114.128        --------   2021.10.08   15:43:42
GPS_Auto_1290        650133.264   238537.719     114.121        --------   2021.10.08   15:43:43
GPS_Auto_1291        650133.267   238537.718     114.125        --------   2021.10.08   15:43:44
GPS_Auto_1292        650133.264   238537.718     114.131        --------   2021.10.08   15:43:45
GPS_Auto_1293        650133.268   238537.718     114.125        --------   2021.10.08   15:43:46
GPS_Auto_1294        650133.262   238537.724     114.139        --------   2021.10.08   15:43:47
GPS_Auto_1295        650133.264   238537.724     114.139        --------   2021.10.08   15:43:48
GPS_Auto_1296        650133.264   238537.720     114.149        --------   2021.10.08   15:43:49
GPS_Auto_1297        650133.263   238537.719     114.135        --------   2021.10.08   15:43:50
GPS_Auto_1298        650133.264   238537.721     114.137        --------   2021.10.08   15:43:51
GPS_Auto_1299        650133.266   238537.719     114.142        --------   2021.10.08   15:43:52
GPS_Auto_1300        650133.267   238537.720     114.132        --------   2021.10.08   15:43:53
GPS_Auto_1301        650133.269   238537.718     114.135        --------   2021.10.08   15:43:54
GPS_Auto_1302        650133.264   238537.724     114.140        --------   2021.10.08   15:43:55
GPS_Auto_1303        650133.266   238537.725     114.129        --------   2021.10.08   15:43:56
GPS_Auto_1304        650133.263   238537.719     114.141        --------   2021.10.08   15:43:57
GPS_Auto_1305        650133.263   238537.723     114.129        --------   2021.10.08   15:43:58
GPS_Auto_1306        650133.261   238537.729     114.130        --------   2021.10.08   15:43:59
GPS_Auto_1307        650133.265   238537.721     114.128        --------   2021.10.08   15:44:00
GPS_Auto_1308        650133.261   238537.723     114.132        --------   2021.10.08   15:44:01
GPS_Auto_1309        650133.266   238537.717     114.123        --------   2021.10.08   15:44:02
GPS_Auto_1310        650133.264   238537.725     114.119        --------   2021.10.08   15:44:03
GPS_Auto_1311        650133.267   238537.719     114.112        --------   2021.10.08   15:44:04
GPS_Auto_1312        650133.266   238537.719     114.113        --------   2021.10.08   15:44:05
GPS_Auto_1313        650133.265   238537.720     114.113        --------   2021.10.08   15:44:06
GPS_Auto_1314        650133.264   238537.718     114.108        --------   2021.10.08   15:44:07
GPS_Auto_1315        650133.263   238537.723     114.098        --------   2021.10.08   15:44:08
GPS_Auto_1316        650133.262   238537.722     114.099        --------   2021.10.08   15:44:09
GPS_Auto_1317        650133.265   238537.720     114.107        --------   2021.10.08   15:44:10
GPS_Auto_1318        650133.266   238537.719     114.104        --------   2021.10.08   15:44:11
GPS_Auto_1319        650133.269   238537.719     114.104        --------   2021.10.08   15:44:12
GPS_Auto_1320        650133.263   238537.720     114.104        --------   2021.10.08   15:44:13
GPS_Auto_1321        650133.265   238537.718     114.115        --------   2021.10.08   15:44:14
GPS_Auto_1322        650133.266   238537.718     114.116        --------   2021.10.08   15:44:15
GPS_Auto_1323        650133.267   238537.724     114.115        --------   2021.10.08   15:44:16
GPS_Auto_1324        650133.266   238537.717     114.120        --------   2021.10.08   15:44:17
GPS_Auto_1325        650133.267   238537.719     114.123        --------   2021.10.08   15:44:18
